metrics/precision,metrics/recall,metrics/mAP_0.5,metrics/mAP_0.5:0.95,val/box_loss,val/obj_loss,val/cls_loss
0.9596203978516754,0.4260433052651059,0.4606899719400618,0.31765292551382585,0.04123340919613838,0.008429190143942833,0.0068503073416650295
