epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,3751.21,0.612,0.38436,0.88387,0.79916,0.65741,0.67061,0.42866,1.06393,0.76183,1.00593,0.00745429,0.00745429,0.00745429
182,3772,0.60614,0.37628,0.87695,0.86746,0.65399,0.68469,0.43876,1.04626,0.74424,1.01178,0.00744014,0.00744014,0.00744014
183,3792.67,0.60266,0.374,0.88231,0.80545,0.67461,0.68253,0.45525,1.0343,0.70907,0.99881,0.007426,0.007426,0.007426
184,3813.55,0.63428,0.39017,0.88963,0.81469,0.65385,0.66342,0.44098,1.03977,0.71345,0.99875,0.00741186,0.00741186,0.00741186
185,3834.15,0.61159,0.37907,0.88115,0.77863,0.65004,0.66841,0.43768,1.02458,0.71568,1.00709,0.00739771,0.00739771,0.00739771
186,3854.94,0.60446,0.3751,0.87839,0.82542,0.64972,0.67692,0.44345,1.03949,0.73383,1.00004,0.00738357,0.00738357,0.00738357
187,3875.65,0.6003,0.36749,0.87602,0.8189,0.65388,0.66954,0.44078,1.02177,0.69178,1.01175,0.00736943,0.00736943,0.00736943
188,3896.52,0.5996,0.36532,0.87779,0.82079,0.65166,0.64939,0.43768,1.04571,0.73389,1.02643,0.00735529,0.00735529,0.00735529
189,3917.13,0.60525,0.37338,0.87762,0.78501,0.62459,0.6185,0.41597,1.05585,0.74876,1.02054,0.00734114,0.00734114,0.00734114
190,3937.86,0.61546,0.37818,0.87605,0.88041,0.63663,0.6568,0.43919,1.03554,0.68754,1.00769,0.007327,0.007327,0.007327
191,3958.56,0.61294,0.38044,0.87896,0.76769,0.65299,0.64265,0.4267,1.04853,0.74124,1.01399,0.00731286,0.00731286,0.00731286
192,3979.45,0.61972,0.38314,0.88739,0.81614,0.64008,0.64382,0.42409,1.01653,0.71674,0.99806,0.00729871,0.00729871,0.00729871
193,3999.93,0.61843,0.37436,0.8893,0.76075,0.63884,0.64399,0.4255,1.05405,0.74121,0.99384,0.00728457,0.00728457,0.00728457
194,4020.56,0.5994,0.36437,0.87759,0.7515,0.66345,0.65083,0.43111,1.0466,0.70396,1.0006,0.00727043,0.00727043,0.00727043
195,4041.42,0.60701,0.37497,0.88113,0.72448,0.63456,0.62168,0.43088,1.03743,0.69617,1.00788,0.00725629,0.00725629,0.00725629
196,4062.21,0.59625,0.36869,0.88444,0.79504,0.66169,0.68421,0.44723,1.02603,0.68714,1.00115,0.00724214,0.00724214,0.00724214
197,4082.92,0.61198,0.37568,0.88557,0.73526,0.64864,0.63765,0.42925,1.04538,0.73551,1.00562,0.007228,0.007228,0.007228
198,4103.66,0.60033,0.37074,0.8773,0.77281,0.65293,0.66939,0.43509,1.04752,0.71964,1.00466,0.00721386,0.00721386,0.00721386
199,4124.24,0.61118,0.3768,0.88299,0.77187,0.64334,0.66172,0.4432,1.04859,0.74483,0.99572,0.00719971,0.00719971,0.00719971
200,4145.12,0.59371,0.37112,0.87531,0.73565,0.65736,0.64635,0.43558,1.05942,0.73392,1.01114,0.00718557,0.00718557,0.00718557
201,4165.73,0.59814,0.37821,0.87805,0.85525,0.64639,0.66712,0.44446,1.04199,0.6833,1.00374,0.00717143,0.00717143,0.00717143
202,4186.53,0.60089,0.37105,0.8677,0.78535,0.65421,0.68683,0.45353,1.04801,0.69792,1.00847,0.00715729,0.00715729,0.00715729
203,4207.16,0.59441,0.36268,0.87366,0.74915,0.67736,0.67351,0.44046,1.05542,0.71226,1.0028,0.00714314,0.00714314,0.00714314
204,4228.03,0.59465,0.36221,0.87596,0.89678,0.63352,0.67277,0.43835,1.04915,0.64703,1.01166,0.007129,0.007129,0.007129
205,4249.04,0.60623,0.37117,0.87979,0.81169,0.65523,0.66454,0.44041,1.03518,0.70073,1.00091,0.00711486,0.00711486,0.00711486
206,4269.88,0.59777,0.36716,0.87363,0.78678,0.64129,0.6633,0.44022,1.04378,0.69894,0.99794,0.00710071,0.00710071,0.00710071
207,4290.59,0.60238,0.36947,0.87145,0.79052,0.63456,0.6542,0.4291,1.06889,0.69018,1.01429,0.00708657,0.00708657,0.00708657
208,4311.49,0.59842,0.3631,0.87916,0.79468,0.64226,0.68383,0.44416,1.06272,0.6995,1.00935,0.00707243,0.00707243,0.00707243
209,4332.58,0.58807,0.36244,0.87361,0.78798,0.62671,0.64433,0.43741,1.05522,0.69,1.00379,0.00705829,0.00705829,0.00705829
210,4353.63,0.60951,0.37168,0.88309,0.78573,0.64407,0.66447,0.43776,1.05645,0.70819,1.01,0.00704414,0.00704414,0.00704414
211,4374.33,0.57716,0.35383,0.87528,0.84104,0.63868,0.67784,0.44249,1.0637,0.7316,1.00697,0.00703,0.00703,0.00703
212,4395.57,0.57315,0.35035,0.87009,0.77135,0.65184,0.67641,0.44608,1.04593,0.75804,1.01076,0.00701586,0.00701586,0.00701586
213,4416.44,0.60017,0.36511,0.8791,0.76367,0.67675,0.67186,0.44083,1.0524,0.70915,1.00506,0.00700171,0.00700171,0.00700171
214,4437.46,0.59095,0.36134,0.87598,0.75874,0.65192,0.65582,0.43484,1.04566,0.73392,1.00325,0.00698757,0.00698757,0.00698757
215,4458.45,0.57516,0.35574,0.8708,0.75716,0.65702,0.67129,0.4426,1.04136,0.71634,1.01121,0.00697343,0.00697343,0.00697343
216,4479.34,0.59053,0.3622,0.87873,0.72743,0.64558,0.64848,0.44307,1.04467,0.7395,1.02009,0.00695929,0.00695929,0.00695929
217,4500.07,0.58315,0.36311,0.86984,0.79942,0.62822,0.65018,0.44112,1.03085,0.70257,1.00664,0.00694514,0.00694514,0.00694514
218,4520.68,0.58335,0.3626,0.87239,0.80682,0.65044,0.66352,0.44525,1.05292,0.7299,1.00426,0.006931,0.006931,0.006931
219,4541.35,0.58559,0.35987,0.87341,0.81159,0.63531,0.65955,0.44037,1.06448,0.71089,1.01085,0.00691686,0.00691686,0.00691686
220,4562.43,0.58328,0.35412,0.8755,0.75246,0.65733,0.66925,0.43982,1.05447,0.73509,1.00607,0.00690271,0.00690271,0.00690271
221,4583.08,0.5809,0.35709,0.87569,0.86048,0.62833,0.67448,0.4433,1.05441,0.73425,1.01721,0.00688857,0.00688857,0.00688857
222,4603.72,0.57816,0.35711,0.87617,0.80785,0.65337,0.66783,0.44012,1.04038,0.75576,1.01861,0.00687443,0.00687443,0.00687443
223,4624.1,0.58167,0.35856,0.86941,0.82924,0.62705,0.66052,0.44525,1.0447,0.72755,1.01092,0.00686029,0.00686029,0.00686029
224,4643.74,0.59048,0.35845,0.86593,0.79124,0.63697,0.66675,0.44383,1.04664,0.69973,1.00018,0.00684614,0.00684614,0.00684614
225,4662.75,0.58472,0.35531,0.87076,0.82739,0.63319,0.66717,0.44033,1.05716,0.70077,1.0141,0.006832,0.006832,0.006832
226,4681.89,0.57713,0.35801,0.86639,0.81783,0.63542,0.66733,0.43764,1.04118,0.72415,1.0075,0.00681786,0.00681786,0.00681786
227,4700.98,0.5805,0.36001,0.86781,0.7751,0.63929,0.64845,0.43258,1.03677,0.77079,1.00906,0.00680371,0.00680371,0.00680371
228,4720.14,0.56644,0.35234,0.86568,0.80464,0.64889,0.68294,0.44322,1.04127,0.74083,1.01292,0.00678957,0.00678957,0.00678957
229,4739.17,0.59515,0.36684,0.87183,0.7659,0.67146,0.67101,0.44037,1.04217,0.7059,1.01082,0.00677543,0.00677543,0.00677543
230,4758.33,0.5777,0.35286,0.86695,0.81726,0.63476,0.65736,0.43952,1.03891,0.66835,1.01355,0.00676129,0.00676129,0.00676129
231,4777.32,0.58381,0.36195,0.87148,0.80427,0.65203,0.66918,0.44095,1.04182,0.70234,1.01147,0.00674714,0.00674714,0.00674714
232,4796.6,0.58252,0.35564,0.87052,0.79107,0.63735,0.6608,0.43735,1.06021,0.70629,1.01438,0.006733,0.006733,0.006733
233,4815.59,0.57598,0.35179,0.86288,0.74435,0.64972,0.65371,0.4407,1.06032,0.72117,1.00998,0.00671886,0.00671886,0.00671886
234,4834.57,0.57749,0.35219,0.87591,0.77253,0.64569,0.64644,0.42856,1.06409,0.74699,1.01146,0.00670471,0.00670471,0.00670471
235,4853.51,0.57004,0.34657,0.86494,0.73672,0.64642,0.64383,0.43098,1.07976,0.71367,1.02121,0.00669057,0.00669057,0.00669057
236,4872.71,0.56171,0.35189,0.86858,0.74142,0.65107,0.65059,0.43458,1.08533,0.74038,1.01807,0.00667643,0.00667643,0.00667643
237,4891.65,0.56666,0.34902,0.86362,0.74973,0.64423,0.64139,0.42374,1.08633,0.7476,1.01389,0.00666229,0.00666229,0.00666229
238,4910.63,0.57408,0.35104,0.86426,0.77508,0.64981,0.6564,0.43299,1.07792,0.7369,1.01893,0.00664814,0.00664814,0.00664814
239,4929.62,0.56635,0.34762,0.86752,0.76799,0.65612,0.65839,0.44324,1.06122,0.75858,1.02119,0.006634,0.006634,0.006634
240,4948.76,0.57831,0.35343,0.86401,0.79783,0.64322,0.66563,0.43604,1.06684,0.75185,1.00952,0.00661986,0.00661986,0.00661986
241,4967.77,0.56315,0.34594,0.8662,0.81771,0.65207,0.6745,0.44173,1.08023,0.74763,1.00467,0.00660571,0.00660571,0.00660571
242,4986.83,0.57568,0.35521,0.87225,0.81547,0.65357,0.67611,0.44071,1.0613,0.73402,1.00714,0.00659157,0.00659157,0.00659157
243,5006.97,0.57925,0.34571,0.8678,0.77523,0.64728,0.66581,0.44459,1.03153,0.74539,1.01087,0.00657743,0.00657743,0.00657743
244,5027.83,0.5696,0.34766,0.86291,0.74375,0.65649,0.65982,0.44459,1.03032,0.76166,1.01579,0.00656329,0.00656329,0.00656329
245,5048.57,0.56387,0.34969,0.8646,0.75743,0.652,0.64515,0.43888,1.02962,0.75143,1.0092,0.00654914,0.00654914,0.00654914
246,5069.22,0.5645,0.35028,0.87272,0.76515,0.6423,0.65656,0.43607,1.0466,0.73236,1.02179,0.006535,0.006535,0.006535
247,5089.95,0.55616,0.34883,0.85992,0.75923,0.64646,0.6498,0.43935,1.04264,0.73639,1.01916,0.00652086,0.00652086,0.00652086
248,5110.62,0.55404,0.33955,0.86208,0.79748,0.64981,0.66727,0.4467,1.03701,0.7191,1.01527,0.00650671,0.00650671,0.00650671
249,5131.33,0.55469,0.33815,0.86467,0.78104,0.63873,0.66171,0.44188,1.06605,0.72367,1.02368,0.00649257,0.00649257,0.00649257
250,5152.01,0.56729,0.34235,0.87015,0.7852,0.64298,0.65883,0.43812,1.09766,0.73601,1.04573,0.00647843,0.00647843,0.00647843
251,5172.76,0.55849,0.34114,0.86423,0.78449,0.64735,0.6624,0.43902,1.07007,0.73373,1.01994,0.00646429,0.00646429,0.00646429
252,5193.35,0.56761,0.34485,0.87319,0.76526,0.66007,0.67135,0.44117,1.06882,0.72824,1.02432,0.00645014,0.00645014,0.00645014
253,5214.02,0.55638,0.34709,0.86562,0.81579,0.62696,0.66893,0.44289,1.06237,0.69451,1.02597,0.006436,0.006436,0.006436
254,5234.65,0.54407,0.33647,0.86293,0.81942,0.62696,0.6603,0.43306,1.07011,0.72724,1.0201,0.00642186,0.00642186,0.00642186
255,5255.15,0.5609,0.34484,0.86185,0.78481,0.64864,0.66856,0.43908,1.04781,0.71759,1.01421,0.00640771,0.00640771,0.00640771
256,5275.81,0.55604,0.34286,0.86573,0.84391,0.63361,0.66737,0.43867,1.0327,0.71554,1.01612,0.00639357,0.00639357,0.00639357
257,5296.37,0.56561,0.3407,0.86504,0.8634,0.6378,0.67458,0.44902,1.02797,0.70486,1.01405,0.00637943,0.00637943,0.00637943
258,5317.05,0.56139,0.34703,0.86013,0.81191,0.64889,0.68449,0.45155,1.03781,0.71329,1.01867,0.00636529,0.00636529,0.00636529
259,5337.7,0.5697,0.34776,0.87108,0.82612,0.65427,0.67545,0.44563,1.05463,0.72257,1.02366,0.00635114,0.00635114,0.00635114
260,5358.28,0.54625,0.33854,0.85992,0.79671,0.64883,0.67757,0.44697,1.06607,0.72954,1.01983,0.006337,0.006337,0.006337
261,5378.85,0.5551,0.33669,0.86714,0.78304,0.64659,0.67493,0.43901,1.0651,0.72648,1.01955,0.00632286,0.00632286,0.00632286
262,5399.56,0.56333,0.34858,0.86399,0.77523,0.6482,0.67008,0.43765,1.0705,0.72397,1.02275,0.00630871,0.00630871,0.00630871
263,5420.26,0.55347,0.34563,0.86521,0.80477,0.64408,0.66568,0.43938,1.06522,0.71542,1.01447,0.00629457,0.00629457,0.00629457
264,5440.96,0.54667,0.33509,0.86237,0.77517,0.65684,0.66602,0.4369,1.07329,0.68607,1.02323,0.00628043,0.00628043,0.00628043
265,5461.59,0.55545,0.33689,0.86889,0.74541,0.6669,0.66433,0.43709,1.06582,0.66011,1.02521,0.00626629,0.00626629,0.00626629
266,5482.42,0.55649,0.33553,0.86672,0.77676,0.64138,0.65668,0.43868,1.06612,0.70279,1.02899,0.00625214,0.00625214,0.00625214
267,5502.92,0.55009,0.3351,0.86584,0.78697,0.65726,0.67383,0.4453,1.07249,0.724,1.02842,0.006238,0.006238,0.006238
268,5523.49,0.56902,0.34311,0.86642,0.78318,0.64578,0.66923,0.43597,1.06934,0.76197,1.0304,0.00622386,0.00622386,0.00622386
269,5544.29,0.55059,0.33495,0.85867,0.80571,0.64842,0.66898,0.4311,1.0665,0.76546,1.03343,0.00620971,0.00620971,0.00620971
270,5565.16,0.5507,0.33589,0.86121,0.77714,0.66662,0.67197,0.43453,1.0612,0.75605,1.0303,0.00619557,0.00619557,0.00619557
271,5585.77,0.55308,0.33431,0.86661,0.80958,0.65763,0.67153,0.44008,1.05703,0.73434,1.02056,0.00618143,0.00618143,0.00618143
272,5606.37,0.55518,0.33365,0.86685,0.78418,0.66191,0.66425,0.43597,1.05918,0.71018,1.02554,0.00616729,0.00616729,0.00616729
273,5626.85,0.53846,0.3313,0.86255,0.81492,0.65737,0.66952,0.44183,1.0606,0.68615,1.02712,0.00615314,0.00615314,0.00615314
274,5647.57,0.52867,0.32619,0.86072,0.81561,0.66311,0.67554,0.44915,1.062,0.69145,1.02601,0.006139,0.006139,0.006139
275,5668.17,0.55721,0.33685,0.86857,0.82095,0.66196,0.67617,0.44799,1.04961,0.68417,1.03011,0.00612486,0.00612486,0.00612486
276,5688.78,0.55637,0.33586,0.86768,0.78772,0.66978,0.66991,0.44352,1.05872,0.68934,1.02543,0.00611071,0.00611071,0.00611071
277,5709.37,0.54497,0.33196,0.85717,0.80295,0.6359,0.6504,0.44518,1.04653,0.7059,1.02509,0.00609657,0.00609657,0.00609657
278,5730.3,0.5342,0.32941,0.85681,0.81505,0.65903,0.678,0.44783,1.04675,0.69445,1.02146,0.00608243,0.00608243,0.00608243
279,5751.1,0.52806,0.32101,0.85704,0.81478,0.65324,0.66186,0.44812,1.04242,0.70249,1.02172,0.00606829,0.00606829,0.00606829
280,5771.76,0.5458,0.33079,0.86106,0.80103,0.66204,0.68045,0.45168,1.04632,0.69553,1.01096,0.00605414,0.00605414,0.00605414
281,5792.4,0.53109,0.32562,0.85887,0.80053,0.66755,0.67525,0.45002,1.04199,0.69962,1.01005,0.00604,0.00604,0.00604
282,5813.16,0.53147,0.31962,0.85662,0.79907,0.68295,0.68544,0.44746,1.05537,0.67954,1.01257,0.00602586,0.00602586,0.00602586
283,5833.77,0.54741,0.32981,0.86574,0.82757,0.65453,0.67654,0.44583,1.05553,0.68017,1.02253,0.00601171,0.00601171,0.00601171
